time,shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_radiation (W/m²),direct_normal_irradiance (W/m²),temperature_2m (°C),cloud_cover (%),global_tilted_irradiance (W/m²)
2025-03-14 14:00:00,406.0,183.0,223.0,445.4,2.6,65.0,250.6
2025-03-14 14:15:00,401.75,170.0,231.75,479.15,2.6,57.75,287.525
2025-03-14 14:30:00,397.5,157.0,240.5,512.9,2.6,50.5,324.45
2025-03-14 14:45:00,393.25,144.0,249.25,546.65,2.6,43.25,361.375
2025-03-14 15:00:00,389.0,131.0,258.0,580.4,2.6,36.0,398.3
2025-03-14 15:15:00,369.75,122.0,247.75,587.775,2.55,28.25,426.975
2025-03-14 15:30:00,350.5,113.0,237.5,595.15,2.5,20.5,455.65
2025-03-14 15:45:00,331.25,104.0,227.25,602.525,2.45,12.75,484.325
2025-03-14 16:00:00,312.0,95.0,217.0,609.9,2.4,5.0,513.0
2025-03-14 16:15:00,285.5,85.75,199.75,611.225,2.3,3.75,530.85
2025-03-14 16:30:00,259.0,76.5,182.5,612.55,2.2,2.5,548.7
2025-03-14 16:45:00,232.5,67.25,165.25,613.875,2.1,1.25,566.55
2025-03-14 17:00:00,206.0,58.0,148.0,615.2,2.0,0.0,584.4
2025-03-14 17:15:00,173.25,51.25,122.0,549.475,1.75,0.0,528.45
2025-03-14 17:30:00,140.5,44.5,96.0,483.75,1.5,0.0,472.5
2025-03-14 17:45:00,107.75,37.75,70.0,418.02500000000003,1.25,0.0,416.55
2025-03-14 18:00:00,75.0,31.0,44.0,352.3,1.0,0.0,360.6
2025-03-14 18:15:00,56.75,23.75,33.0,264.225,0.7,0.0,270.75
2025-03-14 18:30:00,38.5,16.5,22.0,176.15,0.4,0.0,180.9
2025-03-14 18:45:00,20.25,9.25,11.0,88.07499999999999,0.10000000000000009,0.0,91.05000000000001
2025-03-14 19:00:00,2.0,2.0,0.0,0.0,-0.2,0.0,1.2
2025-03-14 19:15:00,1.5,1.5,0.0,0.0,-0.375,0.0,0.8999999999999999
2025-03-14 19:30:00,1.0,1.0,0.0,0.0,-0.55,0.0,0.6
2025-03-14 19:45:00,0.5,0.5,0.0,0.0,-0.7249999999999999,0.0,0.30000000000000004
2025-03-14 20:00:00,0.0,0.0,0.0,0.0,-0.9,0.0,0.0
2025-03-14 20:15:00,0.0,0.0,0.0,0.0,-1.075,0.0,0.0
2025-03-14 20:30:00,0.0,0.0,0.0,0.0,-1.25,0.0,0.0
2025-03-14 20:45:00,0.0,0.0,0.0,0.0,-1.425,0.0,0.0
2025-03-14 21:00:00,0.0,0.0,0.0,0.0,-1.6,0.0,0.0
2025-03-14 21:15:00,0.0,0.0,0.0,0.0,-1.5750000000000002,0.0,0.0
2025-03-14 21:30:00,0.0,0.0,0.0,0.0,-1.55,0.0,0.0
2025-03-14 21:45:00,0.0,0.0,0.0,0.0,-1.525,0.0,0.0
2025-03-14 22:00:00,0.0,0.0,0.0,0.0,-1.5,0.0,0.0
2025-03-14 22:15:00,0.0,0.0,0.0,0.0,-1.5,0.0,0.0
2025-03-14 22:30:00,0.0,0.0,0.0,0.0,-1.5,0.0,0.0
2025-03-14 22:45:00,0.0,0.0,0.0,0.0,-1.5,0.0,0.0
2025-03-14 23:00:00,0.0,0.0,0.0,0.0,-1.5,0.0,0.0
2025-03-14 23:15:00,0.0,0.0,0.0,0.0,-1.575,0.0,0.0
2025-03-14 23:30:00,0.0,0.0,0.0,0.0,-1.65,0.0,0.0
2025-03-14 23:45:00,0.0,0.0,0.0,0.0,-1.725,0.0,0.0
2025-03-15 00:00:00,0.0,0.0,0.0,0.0,-1.8,0.0,0.0
2025-03-15 00:15:00,0.0,0.0,0.0,0.0,-1.9000000000000001,0.0,0.0
2025-03-15 00:30:00,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
2025-03-15 00:45:00,0.0,0.0,0.0,0.0,-2.1,0.0,0.0
2025-03-15 01:00:00,0.0,0.0,0.0,0.0,-2.2,0.0,0.0
2025-03-15 01:15:00,0.0,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0
2025-03-15 01:30:00,0.0,0.0,0.0,0.0,-2.6,0.0,0.0
2025-03-15 01:45:00,0.0,0.0,0.0,0.0,-2.8,0.0,0.0
2025-03-15 02:00:00,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
2025-03-15 02:15:00,0.0,0.0,0.0,0.0,-3.025,0.0,0.0
2025-03-15 02:30:00,0.0,0.0,0.0,0.0,-3.05,0.0,0.0
2025-03-15 02:45:00,0.0,0.0,0.0,0.0,-3.075,0.0,0.0
2025-03-15 03:00:00,0.0,0.0,0.0,0.0,-3.1,0.0,0.0
2025-03-15 03:15:00,0.0,0.0,0.0,0.0,-3.15,0.0,0.0
2025-03-15 03:30:00,0.0,0.0,0.0,0.0,-3.2,0.0,0.0
2025-03-15 03:45:00,0.0,0.0,0.0,0.0,-3.25,0.0,0.0
2025-03-15 04:00:00,0.0,0.0,0.0,0.0,-3.3,0.0,0.0
2025-03-15 04:15:00,0.0,0.0,0.0,0.0,-3.3249999999999997,0.0,0.0
2025-03-15 04:30:00,0.0,0.0,0.0,0.0,-3.3499999999999996,0.0,0.0
2025-03-15 04:45:00,0.0,0.0,0.0,0.0,-3.375,0.0,0.0
2025-03-15 05:00:00,0.0,0.0,0.0,0.0,-3.4,0.0,0.0
2025-03-15 05:15:00,0.0,0.0,0.0,0.0,-3.45,0.0,0.0
2025-03-15 05:30:00,0.0,0.0,0.0,0.0,-3.5,0.0,0.0
2025-03-15 05:45:00,0.0,0.0,0.0,0.0,-3.55,0.0,0.0
2025-03-15 06:00:00,0.0,0.0,0.0,0.0,-3.6,0.0,0.0
2025-03-15 06:15:00,1.0,0.75,0.25,4.15,-3.55,0.0,0.475
2025-03-15 06:30:00,2.0,1.5,0.5,8.3,-3.5,0.0,0.95
2025-03-15 06:45:00,3.0,2.25,0.75,12.450000000000001,-3.45,0.0,1.4249999999999998
2025-03-15 07:00:00,4.0,3.0,1.0,16.6,-3.4,0.0,1.9
2025-03-15 07:15:00,24.0,10.75,13.25,108.0,-2.8499999999999996,0.0,7.775
2025-03-15 07:30:00,44.0,18.5,25.5,199.39999999999998,-2.3,0.0,13.65
2025-03-15 07:45:00,64.0,26.25,37.75,290.8,-1.7499999999999998,0.0,19.525
2025-03-15 08:00:00,84.0,34.0,50.0,382.2,-1.2,0.0,25.4
2025-03-15 08:15:00,118.5,39.75,78.75,450.22499999999997,-0.6,0.0,31.725
2025-03-15 08:30:00,153.0,45.5,107.5,518.25,0.0,0.0,38.05
2025-03-15 08:45:00,187.5,51.25,136.25,586.275,0.5999999999999999,0.0,44.375
2025-03-15 09:00:00,222.0,57.0,165.0,654.3,1.2,0.0,50.7
2025-03-15 09:15:00,255.0,60.0,195.0,685.15,1.675,0.0,55.5
2025-03-15 09:30:00,288.0,63.0,225.0,716.0,2.15,0.0,60.300000000000004
2025-03-15 09:45:00,321.0,66.0,255.0,746.85,2.625,0.0,65.10000000000001
2025-03-15 10:00:00,354.0,69.0,285.0,777.7,3.1,0.0,69.9
2025-03-15 10:15:00,380.25,71.0,309.25,793.7,3.4,0.0,73.525
2025-03-15 10:30:00,406.5,73.0,333.5,809.7,3.7,0.0,77.15
2025-03-15 10:45:00,432.75,75.0,357.75,825.7,4.0,0.0,80.775
2025-03-15 11:00:00,459.0,77.0,382.0,841.7,4.3,0.0,84.4
2025-03-15 11:15:00,475.25,78.0,397.25,849.1500000000001,4.55,0.0,86.525
2025-03-15 11:30:00,491.5,79.0,412.5,856.6,4.8,0.0,88.65
2025-03-15 11:45:00,507.75,80.0,427.75,864.05,5.05,0.0,90.775
2025-03-15 12:00:00,524.0,81.0,443.0,871.5,5.3,0.0,92.9
2025-03-15 12:15:00,527.5,83.5,444.0,865.975,5.475,2.25,96.35000000000001
2025-03-15 12:30:00,531.0,86.0,445.0,860.45,5.65,4.5,99.80000000000001
2025-03-15 12:45:00,534.5,88.5,446.0,854.925,5.825,6.75,103.25
2025-03-15 13:00:00,538.0,91.0,447.0,849.4,6.0,9.0,106.7
2025-03-15 13:15:00,523.25,97.25,426.0,816.275,6.225,8.5,154.425
2025-03-15 13:30:00,508.5,103.5,405.0,783.15,6.45,8.0,202.15000000000003
2025-03-15 13:45:00,493.75,109.75,384.0,750.025,6.675000000000001,7.5,249.875
2025-03-15 14:00:00,479.0,116.0,363.0,716.9,6.9,7.0,297.6
2025-03-15 14:15:00,454.5,117.25,337.25,682.1,6.95,30.25,321.175
2025-03-15 14:30:00,430.0,118.5,311.5,647.3,7.0,53.5,344.75
2025-03-15 14:45:00,405.5,119.75,285.75,612.5,7.05,76.75,368.325
2025-03-15 15:00:00,381.0,121.0,260.0,577.7,7.1,100.0,391.9
2025-03-15 15:15:00,344.75,121.75,223.0,510.80000000000007,6.8999999999999995,100.0,370.625
2025-03-15 15:30:00,308.5,122.5,186.0,443.90000000000003,6.699999999999999,100.0,349.35
2025-03-15 15:45:00,272.25,123.25,149.0,377.0,6.5,100.0,328.075
2025-03-15 16:00:00,236.0,124.0,112.0,310.1,6.3,100.0,306.8
2025-03-15 16:15:00,207.5,118.5,89.0,252.925,6.05,85.0,263.6
2025-03-15 16:30:00,179.0,113.0,66.0,195.75,5.8,70.0,220.4
2025-03-15 16:45:00,150.5,107.5,43.0,138.57500000000002,5.55,55.0,177.2
2025-03-15 17:00:00,122.0,102.0,20.0,81.4,5.3,40.0,134.0
2025-03-15 17:15:00,106.75,86.25,20.5,104.17500000000001,4.85,42.25,148.3
2025-03-15 17:30:00,91.5,70.5,21.0,126.95,4.4,44.5,162.6
2025-03-15 17:45:00,76.25,54.75,21.5,149.725,3.95,46.75,176.89999999999998
2025-03-15 18:00:00,61.0,39.0,22.0,172.5,3.5,49.0,191.2
2025-03-15 18:15:00,46.25,29.75,16.5,129.375,3.15,61.75,143.7
2025-03-15 18:30:00,31.5,20.5,11.0,86.25,2.8,74.5,96.19999999999999
2025-03-15 18:45:00,16.75,11.25,5.5,43.125,2.45,87.25,48.69999999999999
2025-03-15 19:00:00,2.0,2.0,0.0,0.0,2.1,100.0,1.2
2025-03-15 19:15:00,1.5,1.5,0.0,0.0,2.1,78.5,0.8999999999999999
2025-03-15 19:30:00,1.0,1.0,0.0,0.0,2.1,57.0,0.6
2025-03-15 19:45:00,0.5,0.5,0.0,0.0,2.1,35.5,0.30000000000000004
2025-03-15 20:00:00,0.0,0.0,0.0,0.0,2.1,14.0,0.0
2025-03-15 20:15:00,0.0,0.0,0.0,0.0,1.85,13.5,0.0
2025-03-15 20:30:00,0.0,0.0,0.0,0.0,1.6,13.0,0.0
2025-03-15 20:45:00,0.0,0.0,0.0,0.0,1.35,12.5,0.0
2025-03-15 21:00:00,0.0,0.0,0.0,0.0,1.1,12.0,0.0
2025-03-15 21:15:00,0.0,0.0,0.0,0.0,0.9750000000000001,13.75,0.0
2025-03-15 21:30:00,0.0,0.0,0.0,0.0,0.8500000000000001,15.5,0.0
2025-03-15 21:45:00,0.0,0.0,0.0,0.0,0.725,17.25,0.0
2025-03-15 22:00:00,0.0,0.0,0.0,0.0,0.6,19.0,0.0
2025-03-15 22:15:00,0.0,0.0,0.0,0.0,0.55,18.5,0.0
2025-03-15 22:30:00,0.0,0.0,0.0,0.0,0.5,18.0,0.0
2025-03-15 22:45:00,0.0,0.0,0.0,0.0,0.45,17.5,0.0
2025-03-15 23:00:00,0.0,0.0,0.0,0.0,0.4,17.0,0.0
2025-03-15 23:15:00,0.0,0.0,0.0,0.0,0.4,13.75,0.0
2025-03-15 23:30:00,0.0,0.0,0.0,0.0,0.4,10.5,0.0
2025-03-15 23:45:00,0.0,0.0,0.0,0.0,0.4,7.25,0.0
2025-03-16 00:00:00,0.0,0.0,0.0,0.0,0.4,4.0,0.0
2025-03-16 00:15:00,0.0,0.0,0.0,0.0,0.475,10.5,0.0
2025-03-16 00:30:00,0.0,0.0,0.0,0.0,0.55,17.0,0.0
2025-03-16 00:45:00,0.0,0.0,0.0,0.0,0.625,23.5,0.0
2025-03-16 01:00:00,0.0,0.0,0.0,0.0,0.7,30.0,0.0
2025-03-16 01:15:00,0.0,0.0,0.0,0.0,0.8999999999999999,31.5,0.0
2025-03-16 01:30:00,0.0,0.0,0.0,0.0,1.1,33.0,0.0
2025-03-16 01:45:00,0.0,0.0,0.0,0.0,1.3,34.5,0.0
2025-03-16 02:00:00,0.0,0.0,0.0,0.0,1.5,36.0,0.0
2025-03-16 02:15:00,0.0,0.0,0.0,0.0,1.575,52.0,0.0
2025-03-16 02:30:00,0.0,0.0,0.0,0.0,1.65,68.0,0.0
2025-03-16 02:45:00,0.0,0.0,0.0,0.0,1.725,84.0,0.0
2025-03-16 03:00:00,0.0,0.0,0.0,0.0,1.8,100.0,0.0
2025-03-16 03:15:00,0.0,0.0,0.0,0.0,2.0,100.0,0.0
2025-03-16 03:30:00,0.0,0.0,0.0,0.0,2.2,100.0,0.0
2025-03-16 03:45:00,0.0,0.0,0.0,0.0,2.4000000000000004,100.0,0.0
2025-03-16 04:00:00,0.0,0.0,0.0,0.0,2.6,100.0,0.0
2025-03-16 04:15:00,0.0,0.0,0.0,0.0,2.725,100.0,0.0
2025-03-16 04:30:00,0.0,0.0,0.0,0.0,2.85,100.0,0.0
2025-03-16 04:45:00,0.0,0.0,0.0,0.0,2.975,100.0,0.0
2025-03-16 05:00:00,0.0,0.0,0.0,0.0,3.1,100.0,0.0
2025-03-16 05:15:00,0.0,0.0,0.0,0.0,3.225,100.0,0.0
2025-03-16 05:30:00,0.0,0.0,0.0,0.0,3.35,100.0,0.0
2025-03-16 05:45:00,0.0,0.0,0.0,0.0,3.475,100.0,0.0
2025-03-16 06:00:00,0.0,0.0,0.0,0.0,3.6,100.0,0.0
2025-03-16 06:15:00,0.5,0.5,0.0,0.0,3.75,100.0,0.3
2025-03-16 06:30:00,1.0,1.0,0.0,0.0,3.9000000000000004,100.0,0.6
2025-03-16 06:45:00,1.5,1.5,0.0,0.0,4.05,100.0,0.8999999999999999
2025-03-16 07:00:00,2.0,2.0,0.0,0.0,4.2,100.0,1.2
2025-03-16 07:15:00,9.5,9.25,0.25,1.875,4.4,100.0,5.575
2025-03-16 07:30:00,17.0,16.5,0.5,3.75,4.6,100.0,9.95
2025-03-16 07:45:00,24.5,23.75,0.75,5.625,4.8,100.0,14.325
2025-03-16 08:00:00,32.0,31.0,1.0,7.5,5.0,100.0,18.7
2025-03-16 08:15:00,47.0,44.75,2.25,11.425,5.275,96.75,27.075
2025-03-16 08:30:00,62.0,58.5,3.5,15.35,5.55,93.5,35.45
2025-03-16 08:45:00,77.0,72.25,4.75,19.275,5.824999999999999,90.25,43.825
2025-03-16 09:00:00,92.0,86.0,6.0,23.2,6.1,87.0,52.2
2025-03-16 09:15:00,124.75,96.5,28.25,81.10000000000001,6.324999999999999,90.0,60.725
2025-03-16 09:30:00,157.5,107.0,50.5,139.0,6.55,93.0,69.25
2025-03-16 09:45:00,190.25,117.5,72.75,196.9,6.775,96.0,77.775
2025-03-16 10:00:00,223.0,128.0,95.0,254.8,7.0,99.0,86.3
2025-03-16 10:15:00,237.0,138.75,98.25,249.775,7.125,99.25,93.075
2025-03-16 10:30:00,251.0,149.5,101.5,244.75,7.25,99.5,99.85
2025-03-16 10:45:00,265.0,160.25,104.75,239.725,7.375,99.75,106.625
2025-03-16 11:00:00,279.0,171.0,108.0,234.7,7.5,100.0,113.4
2025-03-16 11:15:00,285.25,180.25,105.0,222.67499999999998,7.675,100.0,118.65
2025-03-16 11:30:00,291.5,189.5,102.0,210.64999999999998,7.85,100.0,123.9
2025-03-16 11:45:00,297.75,198.75,99.0,198.625,8.024999999999999,100.0,129.15
2025-03-16 12:00:00,304.0,208.0,96.0,186.6,8.2,100.0,134.4
2025-03-16 12:15:00,301.75,211.25,90.5,174.725,8.35,100.0,136.15
2025-03-16 12:30:00,299.5,214.5,85.0,162.85,8.5,100.0,137.9
2025-03-16 12:45:00,297.25,217.75,79.5,150.975,8.65,100.0,139.65
2025-03-16 13:00:00,295.0,221.0,74.0,139.1,8.8,100.0,141.4
2025-03-16 13:15:00,301.0,216.5,84.5,160.95,8.850000000000001,98.0,154.625
2025-03-16 13:30:00,307.0,212.0,95.0,182.8,8.9,96.0,167.85000000000002
2025-03-16 13:45:00,313.0,207.5,105.5,204.65,8.95,94.0,181.07500000000002
2025-03-16 14:00:00,319.0,203.0,116.0,226.5,9.0,92.0,194.3
2025-03-16 14:15:00,313.75,191.0,122.75,248.35,8.45,82.0,212.47500000000002
2025-03-16 14:30:00,308.5,179.0,129.5,270.2,7.9,72.0,230.65
2025-03-16 14:45:00,303.25,167.0,136.25,292.04999999999995,7.35,62.0,248.825
2025-03-16 15:00:00,298.0,155.0,143.0,313.9,6.8,52.0,267.0
2025-03-16 15:15:00,282.0,146.25,135.75,313.17499999999995,6.675,50.0,276.65
2025-03-16 15:30:00,266.0,137.5,128.5,312.45,6.55,48.0,286.3
2025-03-16 15:45:00,250.0,128.75,121.25,311.725,6.425,46.0,295.95000000000005
2025-03-16 16:00:00,234.0,120.0,114.0,311.0,6.3,44.0,305.6
2025-03-16 16:15:00,221.0,109.25,111.75,337.825,6.0,58.0,334.45000000000005
2025-03-16 16:30:00,208.0,98.5,109.5,364.65,5.699999999999999,72.0,363.3
2025-03-16 16:45:00,195.0,87.75,107.25,391.475,5.3999999999999995,86.0,392.15
2025-03-16 17:00:00,182.0,77.0,105.0,418.3,5.1,100.0,421.0
2025-03-16 17:15:00,150.25,67.5,82.75,344.475,4.875,75.0,351.575
2025-03-16 17:30:00,118.5,58.0,60.5,270.65,4.65,50.0,282.15
2025-03-16 17:45:00,86.75,48.5,38.25,196.825,4.425,25.0,212.72500000000002
2025-03-16 18:00:00,55.0,39.0,16.0,123.0,4.2,0.0,143.3
2025-03-16 18:15:00,42.0,29.75,12.25,96.45,3.9000000000000004,0.0,111.97500000000001
2025-03-16 18:30:00,29.0,20.5,8.5,69.9,3.6,0.0,80.65
2025-03-16 18:45:00,16.0,11.25,4.75,43.349999999999994,3.3,0.0,49.325
2025-03-16 19:00:00,3.0,2.0,1.0,16.8,3.0,0.0,18.0
2025-03-16 19:15:00,2.25,1.5,0.75,12.600000000000001,2.925,0.0,13.5
2025-03-16 19:30:00,1.5,1.0,0.5,8.4,2.85,0.0,9.0
2025-03-16 19:45:00,0.75,0.5,0.25,4.199999999999999,2.7750000000000004,0.0,4.5
2025-03-16 20:00:00,0.0,0.0,0.0,0.0,2.7,0.0,0.0
2025-03-16 20:15:00,0.0,0.0,0.0,0.0,2.625,0.0,0.0
2025-03-16 20:30:00,0.0,0.0,0.0,0.0,2.55,0.0,0.0
2025-03-16 20:45:00,0.0,0.0,0.0,0.0,2.475,0.0,0.0
2025-03-16 21:00:00,0.0,0.0,0.0,0.0,2.4,0.0,0.0
2025-03-16 21:15:00,0.0,0.0,0.0,0.0,2.275,0.0,0.0
2025-03-16 21:30:00,0.0,0.0,0.0,0.0,2.15,0.0,0.0
2025-03-16 21:45:00,0.0,0.0,0.0,0.0,2.025,0.0,0.0
2025-03-16 22:00:00,0.0,0.0,0.0,0.0,1.9,0.0,0.0
2025-03-16 22:15:00,0.0,0.0,0.0,0.0,1.825,0.0,0.0
2025-03-16 22:30:00,0.0,0.0,0.0,0.0,1.75,0.0,0.0
2025-03-16 22:45:00,0.0,0.0,0.0,0.0,1.675,0.0,0.0
2025-03-16 23:00:00,0.0,0.0,0.0,0.0,1.6,0.0,0.0
2025-03-16 23:15:00,0.0,0.0,0.0,0.0,1.5750000000000002,0.0,0.0
2025-03-16 23:30:00,0.0,0.0,0.0,0.0,1.55,0.0,0.0
2025-03-16 23:45:00,0.0,0.0,0.0,0.0,1.525,0.0,0.0
2025-03-17 00:00:00,0.0,0.0,0.0,0.0,1.5,0.0,0.0
2025-03-17 00:15:00,0.0,0.0,0.0,0.0,1.45,0.0,0.0
2025-03-17 00:30:00,0.0,0.0,0.0,0.0,1.4,0.0,0.0
2025-03-17 00:45:00,0.0,0.0,0.0,0.0,1.35,0.0,0.0
2025-03-17 01:00:00,0.0,0.0,0.0,0.0,1.3,0.0,0.0
2025-03-17 01:15:00,0.0,0.0,0.0,0.0,1.2,4.75,0.0
2025-03-17 01:30:00,0.0,0.0,0.0,0.0,1.1,9.5,0.0
2025-03-17 01:45:00,0.0,0.0,0.0,0.0,1.0,14.25,0.0
2025-03-17 02:00:00,0.0,0.0,0.0,0.0,0.9,19.0,0.0
2025-03-17 02:15:00,0.0,0.0,0.0,0.0,0.7250000000000001,20.75,0.0
2025-03-17 02:30:00,0.0,0.0,0.0,0.0,0.55,22.5,0.0
2025-03-17 02:45:00,0.0,0.0,0.0,0.0,0.3750000000000001,24.25,0.0
2025-03-17 03:00:00,0.0,0.0,0.0,0.0,0.2,26.0,0.0
2025-03-17 03:15:00,0.0,0.0,0.0,0.0,0.0,19.5,0.0
2025-03-17 03:30:00,0.0,0.0,0.0,0.0,-0.2,13.0,0.0
2025-03-17 03:45:00,0.0,0.0,0.0,0.0,-0.4000000000000001,6.5,0.0
2025-03-17 04:00:00,0.0,0.0,0.0,0.0,-0.6,0.0,0.0
2025-03-17 04:15:00,0.0,0.0,0.0,0.0,-0.675,0.0,0.0
2025-03-17 04:30:00,0.0,0.0,0.0,0.0,-0.75,0.0,0.0
2025-03-17 04:45:00,0.0,0.0,0.0,0.0,-0.825,0.0,0.0
2025-03-17 05:00:00,0.0,0.0,0.0,0.0,-0.9,0.0,0.0
2025-03-17 05:15:00,0.0,0.0,0.0,0.0,-0.975,1.25,0.0
2025-03-17 05:30:00,0.0,0.0,0.0,0.0,-1.05,2.5,0.0
2025-03-17 05:45:00,0.0,0.0,0.0,0.0,-1.125,3.75,0.0
2025-03-17 06:00:00,0.0,0.0,0.0,0.0,-1.2,5.0,0.0
2025-03-17 06:15:00,1.5,1.0,0.5,7.5,-1.275,4.0,0.65
2025-03-17 06:30:00,3.0,2.0,1.0,15.0,-1.35,3.0,1.3
2025-03-17 06:45:00,4.5,3.0,1.5,22.5,-1.425,2.0,1.9500000000000002
2025-03-17 07:00:00,6.0,4.0,2.0,30.0,-1.5,1.0,2.6
2025-03-17 07:15:00,28.75,12.25,16.5,131.65,-1.225,0.75,9.0
2025-03-17 07:30:00,51.5,20.5,31.0,233.3,-0.95,0.5,15.399999999999999
2025-03-17 07:45:00,74.25,28.75,45.5,334.95000000000005,-0.6749999999999999,0.25,21.8
2025-03-17 08:00:00,97.0,37.0,60.0,436.6,-0.4,0.0,28.2
2025-03-17 08:15:00,131.75,42.75,89.0,493.45000000000005,0.04999999999999993,0.0,34.55
2025-03-17 08:30:00,166.5,48.5,118.0,550.3,0.4999999999999999,0.0,40.9
2025-03-17 08:45:00,201.25,54.25,147.0,607.15,0.9499999999999998,0.0,47.25
2025-03-17 09:00:00,236.0,60.0,176.0,664.0,1.4,0.0,53.6
2025-03-17 09:15:00,268.75,63.0,205.75,692.5,1.725,1.0,58.375
2025-03-17 09:30:00,301.5,66.0,235.5,721.0,2.05,2.0,63.150000000000006
2025-03-17 09:45:00,334.25,69.0,265.25,749.5,2.375,3.0,67.925
2025-03-17 10:00:00,367.0,72.0,295.0,778.0,2.7,4.0,72.7
