time,shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_radiation (W/m²),direct_normal_irradiance (W/m²),temperature_2m (°C),cloud_cover (%),global_tilted_irradiance (W/m²)
2025-03-17 10:15:00,392.75,73.75,319.0,793.125,2.9250000000000003,3.25,76.15
2025-03-17 10:30:00,418.5,75.5,343.0,808.25,3.1500000000000004,2.5,79.6
2025-03-17 10:45:00,444.25,77.25,367.0,823.375,3.375,1.75,83.05
2025-03-17 11:00:00,470.0,79.0,391.0,838.5,3.6,1.0,86.5
2025-03-17 11:15:00,486.25,80.25,406.0,845.525,3.825,2.5,88.75
2025-03-17 11:30:00,502.5,81.5,421.0,852.55,4.05,4.0,91.0
2025-03-17 11:45:00,518.75,82.75,436.0,859.575,4.275,5.5,93.25
2025-03-17 12:00:00,535.0,84.0,451.0,866.6,4.5,7.0,95.5
2025-03-17 12:15:00,540.25,84.25,456.0,868.825,4.725,13.25,98.6
2025-03-17 12:30:00,545.5,84.5,461.0,871.05,4.95,19.5,101.7
2025-03-17 12:45:00,550.75,84.75,466.0,873.275,5.175000000000001,25.75,104.80000000000001
2025-03-17 13:00:00,556.0,85.0,471.0,875.5,5.4,32.0,107.9
2025-03-17 13:15:00,548.5,84.75,463.75,870.075,5.550000000000001,25.25,162.20000000000002
2025-03-17 13:30:00,541.0,84.5,456.5,864.65,5.7,18.5,216.5
2025-03-17 13:45:00,533.5,84.25,449.25,859.2249999999999,5.85,11.75,270.8
2025-03-17 14:00:00,526.0,84.0,442.0,853.8,6.0,5.0,325.1
2025-03-17 14:15:00,508.25,83.25,425.0,843.15,6.05,6.25,368.77500000000003
2025-03-17 14:30:00,490.5,82.5,408.0,832.5,6.1,7.5,412.45000000000005
2025-03-17 14:45:00,472.75,81.75,391.0,821.85,6.15,8.75,456.125
2025-03-17 15:00:00,455.0,81.0,374.0,811.2,6.2,10.0,499.8
2025-03-17 15:15:00,428.5,78.75,349.75,794.6500000000001,6.175,8.0,525.8
2025-03-17 15:30:00,402.0,76.5,325.5,778.1,6.15,6.0,551.8
2025-03-17 15:45:00,375.5,74.25,301.25,761.55,6.125,4.0,577.8
2025-03-17 16:00:00,349.0,72.0,277.0,745.0,6.1,2.0,603.8
2025-03-17 16:15:00,316.75,68.75,248.0,715.85,5.925,3.5,602.675
2025-03-17 16:30:00,284.5,65.5,219.0,686.7,5.75,5.0,601.55
2025-03-17 16:45:00,252.25,62.25,190.0,657.55,5.575,6.5,600.425
2025-03-17 17:00:00,220.0,59.0,161.0,628.4,5.4,8.0,599.3
2025-03-17 17:15:00,185.75,53.5,132.25,557.95,5.025,7.25,539.675
2025-03-17 17:30:00,151.5,48.0,103.5,487.5,4.65,6.5,480.04999999999995
2025-03-17 17:45:00,117.25,42.5,74.75,417.05,4.275,5.75,420.425
2025-03-17 18:00:00,83.0,37.0,46.0,346.6,3.9,5.0,360.8
2025-03-17 18:15:00,63.25,28.5,34.75,264.0,3.525,3.75,275.075
2025-03-17 18:30:00,43.5,20.0,23.5,181.4,3.15,2.5,189.35
2025-03-17 18:45:00,23.75,11.5,12.25,98.80000000000001,2.775,1.25,103.625
2025-03-17 19:00:00,4.0,3.0,1.0,16.2,2.4,0.0,17.9
2025-03-17 19:15:00,3.0,2.25,0.75,12.149999999999999,2.175,0.0,13.424999999999999
2025-03-17 19:30:00,2.0,1.5,0.5,8.1,1.95,0.0,8.95
2025-03-17 19:45:00,1.0,0.75,0.25,4.050000000000001,1.725,0.0,4.475
2025-03-17 20:00:00,0.0,0.0,0.0,0.0,1.5,0.0,0.0
2025-03-17 20:15:00,0.0,0.0,0.0,0.0,1.35,0.0,0.0
2025-03-17 20:30:00,0.0,0.0,0.0,0.0,1.2,0.0,0.0
2025-03-17 20:45:00,0.0,0.0,0.0,0.0,1.05,0.0,0.0
2025-03-17 21:00:00,0.0,0.0,0.0,0.0,0.9,0.0,0.0
2025-03-17 21:15:00,0.0,0.0,0.0,0.0,0.85,0.0,0.0
2025-03-17 21:30:00,0.0,0.0,0.0,0.0,0.8,0.0,0.0
2025-03-17 21:45:00,0.0,0.0,0.0,0.0,0.75,0.0,0.0
2025-03-17 22:00:00,0.0,0.0,0.0,0.0,0.7,0.0,0.0
2025-03-17 22:15:00,0.0,0.0,0.0,0.0,0.7,0.0,0.0
2025-03-17 22:30:00,0.0,0.0,0.0,0.0,0.7,0.0,0.0
2025-03-17 22:45:00,0.0,0.0,0.0,0.0,0.7,0.0,0.0
2025-03-17 23:00:00,0.0,0.0,0.0,0.0,0.7,0.0,0.0
2025-03-17 23:15:00,0.0,0.0,0.0,0.0,0.7,0.5,0.0
2025-03-17 23:30:00,0.0,0.0,0.0,0.0,0.7,1.0,0.0
2025-03-17 23:45:00,0.0,0.0,0.0,0.0,0.7,1.5,0.0
2025-03-18 00:00:00,0.0,0.0,0.0,0.0,0.7,2.0,0.0
2025-03-18 00:15:00,0.0,0.0,0.0,0.0,0.7749999999999999,1.5,0.0
2025-03-18 00:30:00,0.0,0.0,0.0,0.0,0.85,1.0,0.0
2025-03-18 00:45:00,0.0,0.0,0.0,0.0,0.925,0.5,0.0
2025-03-18 01:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-18 01:15:00,0.0,0.0,0.0,0.0,0.975,0.0,0.0
2025-03-18 01:30:00,0.0,0.0,0.0,0.0,0.95,0.0,0.0
2025-03-18 01:45:00,0.0,0.0,0.0,0.0,0.925,0.0,0.0
2025-03-18 02:00:00,0.0,0.0,0.0,0.0,0.9,0.0,0.0
2025-03-18 02:15:00,0.0,0.0,0.0,0.0,0.9500000000000001,2.5,0.0
2025-03-18 02:30:00,0.0,0.0,0.0,0.0,1.0,5.0,0.0
2025-03-18 02:45:00,0.0,0.0,0.0,0.0,1.05,7.5,0.0
2025-03-18 03:00:00,0.0,0.0,0.0,0.0,1.1,10.0,0.0
2025-03-18 03:15:00,0.0,0.0,0.0,0.0,1.175,32.5,0.0
2025-03-18 03:30:00,0.0,0.0,0.0,0.0,1.25,55.0,0.0
2025-03-18 03:45:00,0.0,0.0,0.0,0.0,1.325,77.5,0.0
2025-03-18 04:00:00,0.0,0.0,0.0,0.0,1.4,100.0,0.0
2025-03-18 04:15:00,0.0,0.0,0.0,0.0,1.5499999999999998,97.5,0.0
2025-03-18 04:30:00,0.0,0.0,0.0,0.0,1.7,95.0,0.0
2025-03-18 04:45:00,0.0,0.0,0.0,0.0,1.85,92.5,0.0
2025-03-18 05:00:00,0.0,0.0,0.0,0.0,2.0,90.0,0.0
2025-03-18 05:15:00,0.0,0.0,0.0,0.0,2.125,85.0,0.0
2025-03-18 05:30:00,0.0,0.0,0.0,0.0,2.25,80.0,0.0
2025-03-18 05:45:00,0.0,0.0,0.0,0.0,2.375,75.0,0.0
2025-03-18 06:00:00,0.0,0.0,0.0,0.0,2.5,70.0,0.0
2025-03-18 06:15:00,1.5,1.25,0.25,3.575,2.525,58.75,0.775
2025-03-18 06:30:00,3.0,2.5,0.5,7.15,2.55,47.5,1.55
2025-03-18 06:45:00,4.5,3.75,0.75,10.725000000000001,2.575,36.25,2.325
2025-03-18 07:00:00,6.0,5.0,1.0,14.3,2.6,25.0,3.1
2025-03-18 07:15:00,24.5,15.0,9.5,72.89999999999999,2.85,23.5,9.95
2025-03-18 07:30:00,43.0,25.0,18.0,131.5,3.1,22.0,16.8
2025-03-18 07:45:00,61.5,35.0,26.5,190.1,3.35,20.5,23.65
2025-03-18 08:00:00,80.0,45.0,35.0,248.7,3.6,19.0,30.5
2025-03-18 08:15:00,110.25,56.75,53.5,286.9,3.975,29.25,39.4
2025-03-18 08:30:00,140.5,68.5,72.0,325.1,4.35,39.5,48.3
2025-03-18 08:45:00,170.75,80.25,90.5,363.3,4.725,49.75,57.199999999999996
2025-03-18 09:00:00,201.0,92.0,109.0,401.5,5.1,60.0,66.1
2025-03-18 09:15:00,230.0,96.0,134.0,436.65,5.375,64.25,71.0
2025-03-18 09:30:00,259.0,100.0,159.0,471.8,5.65,68.5,75.9
2025-03-18 09:45:00,288.0,104.0,184.0,506.95000000000005,5.925,72.75,80.8
2025-03-18 10:00:00,317.0,108.0,209.0,542.1,6.2,77.0,85.7
2025-03-18 10:15:00,329.25,126.0,203.25,505.0,6.4,79.0,95.925
2025-03-18 10:30:00,341.5,144.0,197.5,467.9,6.6,81.0,106.15
2025-03-18 10:45:00,353.75,162.0,191.75,430.8,6.8,83.0,116.375
2025-03-18 11:00:00,366.0,180.0,186.0,393.7,7.0,85.0,126.6
2025-03-18 11:15:00,375.75,183.0,192.75,396.425,7.1,85.0,129.075
2025-03-18 11:30:00,385.5,186.0,199.5,399.15,7.2,85.0,131.55
2025-03-18 11:45:00,395.25,189.0,206.25,401.875,7.300000000000001,85.0,134.025
2025-03-18 12:00:00,405.0,192.0,213.0,404.6,7.4,85.0,136.5
2025-03-18 12:15:00,402.0,199.0,203.0,382.975,7.425000000000001,87.75,140.7
2025-03-18 12:30:00,399.0,206.0,193.0,361.35,7.45,90.5,144.9
2025-03-18 12:45:00,396.0,213.0,183.0,339.725,7.475,93.25,149.10000000000002
2025-03-18 13:00:00,393.0,220.0,173.0,318.1,7.5,96.0,153.3
2025-03-18 13:15:00,364.25,224.75,139.5,257.20000000000005,7.425,97.0,156.85000000000002
2025-03-18 13:30:00,335.5,229.5,106.0,196.3,7.35,98.0,160.4
2025-03-18 13:45:00,306.75,234.25,72.5,135.4,7.275,99.0,163.95
2025-03-18 14:00:00,278.0,239.0,39.0,74.5,7.2,100.0,167.5
2025-03-18 14:15:00,274.0,229.5,44.5,88.575,7.3,96.75,174.025
2025-03-18 14:30:00,270.0,220.0,50.0,102.65,7.4,93.5,180.55
2025-03-18 14:45:00,266.0,210.5,55.5,116.72500000000001,7.5,90.25,187.075
2025-03-18 15:00:00,262.0,201.0,61.0,130.8,7.6,87.0,193.6
2025-03-18 15:15:00,244.25,192.25,52.0,114.67500000000001,7.5249999999999995,90.0,182.6
2025-03-18 15:30:00,226.5,183.5,43.0,98.55000000000001,7.449999999999999,93.0,171.6
2025-03-18 15:45:00,208.75,174.75,34.0,82.425,7.375,96.0,160.6
2025-03-18 16:00:00,191.0,166.0,25.0,66.3,7.3,99.0,149.6
2025-03-18 16:15:00,173.5,149.0,24.5,71.725,7.15,95.75,146.675
2025-03-18 16:30:00,156.0,132.0,24.0,77.15,7.0,92.5,143.75
2025-03-18 16:45:00,138.5,115.0,23.5,82.575,6.85,89.25,140.825
2025-03-18 17:00:00,121.0,98.0,23.0,88.0,6.7,86.0,137.9
2025-03-18 17:15:00,104.75,84.0,20.75,91.875,6.525,82.25,135.05
2025-03-18 17:30:00,88.5,70.0,18.5,95.75,6.35,78.5,132.2
2025-03-18 17:45:00,72.25,56.0,16.25,99.625,6.175,74.75,129.35
2025-03-18 18:00:00,56.0,42.0,14.0,103.5,6.0,71.0,126.5
2025-03-18 18:15:00,43.0,32.25,10.75,81.5,5.7,59.0,99.2
2025-03-18 18:30:00,30.0,22.5,7.5,59.5,5.4,47.0,71.9
2025-03-18 18:45:00,17.0,12.75,4.25,37.5,5.1,35.0,44.599999999999994
2025-03-18 19:00:00,4.0,3.0,1.0,15.5,4.8,23.0,17.3
2025-03-18 19:15:00,3.0,2.25,0.75,11.625,4.5,19.25,12.975000000000001
2025-03-18 19:30:00,2.0,1.5,0.5,7.75,4.2,15.5,8.65
2025-03-18 19:45:00,1.0,0.75,0.25,3.875,3.9,11.75,4.324999999999999
2025-03-18 20:00:00,0.0,0.0,0.0,0.0,3.6,8.0,0.0
2025-03-18 20:15:00,0.0,0.0,0.0,0.0,3.375,6.0,0.0
2025-03-18 20:30:00,0.0,0.0,0.0,0.0,3.1500000000000004,4.0,0.0
2025-03-18 20:45:00,0.0,0.0,0.0,0.0,2.9250000000000003,2.0,0.0
2025-03-18 21:00:00,0.0,0.0,0.0,0.0,2.7,0.0,0.0
2025-03-18 21:15:00,0.0,0.0,0.0,0.0,2.5250000000000004,1.75,0.0
2025-03-18 21:30:00,0.0,0.0,0.0,0.0,2.35,3.5,0.0
2025-03-18 21:45:00,0.0,0.0,0.0,0.0,2.175,5.25,0.0
2025-03-18 22:00:00,0.0,0.0,0.0,0.0,2.0,7.0,0.0
2025-03-18 22:15:00,0.0,0.0,0.0,0.0,1.9,7.0,0.0
2025-03-18 22:30:00,0.0,0.0,0.0,0.0,1.8,7.0,0.0
2025-03-18 22:45:00,0.0,0.0,0.0,0.0,1.7000000000000002,7.0,0.0
2025-03-18 23:00:00,0.0,0.0,0.0,0.0,1.6,7.0,0.0
2025-03-18 23:15:00,0.0,0.0,0.0,0.0,1.6,5.5,0.0
2025-03-18 23:30:00,0.0,0.0,0.0,0.0,1.6,4.0,0.0
2025-03-18 23:45:00,0.0,0.0,0.0,0.0,1.6,2.5,0.0
2025-03-19 00:00:00,0.0,0.0,0.0,0.0,1.6,1.0,0.0
2025-03-19 00:15:00,0.0,0.0,0.0,0.0,1.6,0.75,0.0
2025-03-19 00:30:00,0.0,0.0,0.0,0.0,1.6,0.5,0.0
2025-03-19 00:45:00,0.0,0.0,0.0,0.0,1.6,0.25,0.0
2025-03-19 01:00:00,0.0,0.0,0.0,0.0,1.6,0.0,0.0
2025-03-19 01:15:00,0.0,0.0,0.0,0.0,1.775,0.0,0.0
2025-03-19 01:30:00,0.0,0.0,0.0,0.0,1.95,0.0,0.0
2025-03-19 01:45:00,0.0,0.0,0.0,0.0,2.125,0.0,0.0
2025-03-19 02:00:00,0.0,0.0,0.0,0.0,2.3,0.0,0.0
2025-03-19 02:15:00,0.0,0.0,0.0,0.0,2.2249999999999996,0.0,0.0
2025-03-19 02:30:00,0.0,0.0,0.0,0.0,2.15,0.0,0.0
2025-03-19 02:45:00,0.0,0.0,0.0,0.0,2.075,0.0,0.0
2025-03-19 03:00:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2025-03-19 03:15:00,0.0,0.0,0.0,0.0,2.025,1.0,0.0
2025-03-19 03:30:00,0.0,0.0,0.0,0.0,2.05,2.0,0.0
2025-03-19 03:45:00,0.0,0.0,0.0,0.0,2.075,3.0,0.0
2025-03-19 04:00:00,0.0,0.0,0.0,0.0,2.1,4.0,0.0
2025-03-19 04:15:00,0.0,0.0,0.0,0.0,2.075,3.0,0.0
2025-03-19 04:30:00,0.0,0.0,0.0,0.0,2.05,2.0,0.0
2025-03-19 04:45:00,0.0,0.0,0.0,0.0,2.025,1.0,0.0
2025-03-19 05:00:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2025-03-19 05:15:00,0.0,0.0,0.0,0.0,1.975,0.0,0.0
2025-03-19 05:30:00,0.0,0.0,0.0,0.0,1.95,0.0,0.0
2025-03-19 05:45:00,0.0,0.0,0.0,0.0,1.9249999999999998,0.0,0.0
2025-03-19 06:00:00,0.0,0.0,0.0,0.0,1.9,0.0,0.0
2025-03-19 06:15:00,2.5,1.75,0.75,10.25,1.9,0.0,1.125
2025-03-19 06:30:00,5.0,3.5,1.5,20.5,1.9,0.0,2.25
2025-03-19 06:45:00,7.5,5.25,2.25,30.75,1.9,0.0,3.375
2025-03-19 07:00:00,10.0,7.0,3.0,41.0,1.9,0.0,4.5
2025-03-19 07:15:00,33.75,15.75,18.0,139.625,2.175,0.0,11.25
2025-03-19 07:30:00,57.5,24.5,33.0,238.25,2.45,0.0,18.0
2025-03-19 07:45:00,81.25,33.25,48.0,336.875,2.725,0.0,24.75
2025-03-19 08:00:00,105.0,42.0,63.0,435.5,3.0,0.0,31.5
2025-03-19 08:15:00,138.75,48.0,90.75,483.15,3.45,0.75,37.875
2025-03-19 08:30:00,172.5,54.0,118.5,530.8,3.9,1.5,44.25
2025-03-19 08:45:00,206.25,60.0,146.25,578.45,4.35,2.25,50.625
2025-03-19 09:00:00,240.0,66.0,174.0,626.1,4.8,3.0,57.0
2025-03-19 09:15:00,272.75,69.0,203.75,656.5,5.1,3.0,61.775
2025-03-19 09:30:00,305.5,72.0,233.5,686.9000000000001,5.4,3.0,66.55
2025-03-19 09:45:00,338.25,75.0,263.25,717.3000000000001,5.7,3.0,71.32499999999999
2025-03-19 10:00:00,371.0,78.0,293.0,747.7,6.0,3.0,76.1
2025-03-19 10:15:00,397.25,79.5,317.75,765.5,6.3,2.25,79.475
2025-03-19 10:30:00,423.5,81.0,342.5,783.3,6.6,1.5,82.85
2025-03-19 10:45:00,449.75,82.5,367.25,801.1,6.9,0.75,86.225
2025-03-19 11:00:00,476.0,84.0,392.0,818.9,7.2,0.0,89.6
2025-03-19 11:15:00,492.5,84.0,408.5,829.2,7.525,0.0,91.25
2025-03-19 11:30:00,509.0,84.0,425.0,839.5,7.85,0.0,92.9
2025-03-19 11:45:00,525.5,84.0,441.5,849.8,8.175,0.0,94.55
2025-03-19 12:00:00,542.0,84.0,458.0,860.1,8.5,0.0,96.2
2025-03-19 12:15:00,547.25,84.0,463.25,862.95,8.775,0.0,99.75
2025-03-19 12:30:00,552.5,84.0,468.5,865.8,9.05,0.0,103.30000000000001
2025-03-19 12:45:00,557.75,84.0,473.75,868.65,9.325,0.0,106.85000000000001
2025-03-19 13:00:00,563.0,84.0,479.0,871.5,9.6,0.0,110.4
2025-03-19 13:15:00,557.0,83.75,473.25,869.125,9.725,0.0,165.4
2025-03-19 13:30:00,551.0,83.5,467.5,866.75,9.85,0.0,220.39999999999998
2025-03-19 13:45:00,545.0,83.25,461.75,864.375,9.975,0.0,275.4
2025-03-19 14:00:00,539.0,83.0,456.0,862.0,10.1,0.0,330.4
2025-03-19 14:15:00,521.75,82.0,439.75,853.625,10.2,0.0,375.575
2025-03-19 14:30:00,504.5,81.0,423.5,845.25,10.3,0.0,420.75
2025-03-19 14:45:00,487.25,80.0,407.25,836.875,10.4,0.0,465.925
2025-03-19 15:00:00,470.0,79.0,391.0,828.5,10.5,0.0,511.1
2025-03-19 15:15:00,443.25,77.0,366.25,812.275,10.5,0.0,538.2
2025-03-19 15:30:00,416.5,75.0,341.5,796.05,10.5,0.0,565.3
2025-03-19 15:45:00,389.75,73.0,316.75,779.825,10.5,0.0,592.4
2025-03-19 16:00:00,363.0,71.0,292.0,763.6,10.5,0.0,619.5
2025-03-19 16:15:00,330.0,68.0,262.0,734.025,10.35,0.0,618.65
2025-03-19 16:30:00,297.0,65.0,232.0,704.45,10.2,0.0,617.8
2025-03-19 16:45:00,264.0,62.0,202.0,674.875,10.05,0.0,616.95
2025-03-19 17:00:00,231.0,59.0,172.0,645.3,9.9,0.0,616.1
2025-03-19 17:15:00,196.75,53.5,143.25,587.3,9.35,0.0,568.95
2025-03-19 17:30:00,162.5,48.0,114.5,529.3,8.8,0.0,521.8
2025-03-19 17:45:00,128.25,42.5,85.75,471.3,8.25,0.0,474.65
2025-03-19 18:00:00,94.0,37.0,57.0,413.3,7.7,0.0,427.5
2025-03-19 18:15:00,72.0,28.75,43.25,317.45,7.35,0.0,328.675
2025-03-19 18:30:00,50.0,20.5,29.5,221.6,7.0,0.0,229.85
2025-03-19 18:45:00,28.0,12.25,15.75,125.75,6.65,0.0,131.02499999999998
2025-03-19 19:00:00,6.0,4.0,2.0,29.9,6.3,0.0,32.2
2025-03-19 19:15:00,4.5,3.0,1.5,22.424999999999997,5.875,0.0,24.150000000000002
2025-03-19 19:30:00,3.0,2.0,1.0,14.95,5.449999999999999,0.0,16.1
2025-03-19 19:45:00,1.5,1.0,0.5,7.475000000000001,5.0249999999999995,0.0,8.05
2025-03-19 20:00:00,0.0,0.0,0.0,0.0,4.6,0.0,0.0
2025-03-19 20:15:00,0.0,0.0,0.0,0.0,4.25,0.0,0.0
2025-03-19 20:30:00,0.0,0.0,0.0,0.0,3.9,0.0,0.0
2025-03-19 20:45:00,0.0,0.0,0.0,0.0,3.55,0.0,0.0
2025-03-19 21:00:00,0.0,0.0,0.0,0.0,3.2,0.0,0.0
2025-03-19 21:15:00,0.0,0.0,0.0,0.0,2.85,0.0,0.0
2025-03-19 21:30:00,0.0,0.0,0.0,0.0,2.5,0.0,0.0
2025-03-19 21:45:00,0.0,0.0,0.0,0.0,2.1500000000000004,0.0,0.0
2025-03-19 22:00:00,0.0,0.0,0.0,0.0,1.8,0.0,0.0
2025-03-19 22:15:00,0.0,0.0,0.0,0.0,1.55,0.0,0.0
2025-03-19 22:30:00,0.0,0.0,0.0,0.0,1.3,0.0,0.0
2025-03-19 22:45:00,0.0,0.0,0.0,0.0,1.05,0.0,0.0
2025-03-19 23:00:00,0.0,0.0,0.0,0.0,0.8,0.0,0.0
2025-03-19 23:15:00,0.0,0.0,0.0,0.0,0.65,0.0,0.0
2025-03-19 23:30:00,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2025-03-19 23:45:00,0.0,0.0,0.0,0.0,0.35,0.0,0.0
2025-03-20 00:00:00,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2025-03-20 00:15:00,0.0,0.0,0.0,0.0,0.1,0.25,0.0
2025-03-20 00:30:00,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2025-03-20 00:45:00,0.0,0.0,0.0,0.0,-0.10000000000000003,0.75,0.0
2025-03-20 01:00:00,0.0,0.0,0.0,0.0,-0.2,1.0,0.0
2025-03-20 01:15:00,0.0,0.0,0.0,0.0,-0.15000000000000002,3.5,0.0
2025-03-20 01:30:00,0.0,0.0,0.0,0.0,-0.1,6.0,0.0
2025-03-20 01:45:00,0.0,0.0,0.0,0.0,-0.04999999999999999,8.5,0.0
2025-03-20 02:00:00,0.0,0.0,0.0,0.0,0.0,11.0,0.0
2025-03-20 02:15:00,0.0,0.0,0.0,0.0,-0.05,30.5,0.0
2025-03-20 02:30:00,0.0,0.0,0.0,0.0,-0.1,50.0,0.0
2025-03-20 02:45:00,0.0,0.0,0.0,0.0,-0.15000000000000002,69.5,0.0
2025-03-20 03:00:00,0.0,0.0,0.0,0.0,-0.2,89.0,0.0
2025-03-20 03:15:00,0.0,0.0,0.0,0.0,-0.125,91.75,0.0
2025-03-20 03:30:00,0.0,0.0,0.0,0.0,-0.04999999999999999,94.5,0.0
2025-03-20 03:45:00,0.0,0.0,0.0,0.0,0.025000000000000022,97.25,0.0
2025-03-20 04:00:00,0.0,0.0,0.0,0.0,0.1,100.0,0.0
2025-03-20 04:15:00,0.0,0.0,0.0,0.0,0.17500000000000002,99.25,0.0
2025-03-20 04:30:00,0.0,0.0,0.0,0.0,0.25,98.5,0.0
2025-03-20 04:45:00,0.0,0.0,0.0,0.0,0.32500000000000007,97.75,0.0
2025-03-20 05:00:00,0.0,0.0,0.0,0.0,0.4,97.0,0.0
2025-03-20 05:15:00,0.0,0.0,0.0,0.0,0.45,97.5,0.0
2025-03-20 05:30:00,0.0,0.0,0.0,0.0,0.5,98.0,0.0
2025-03-20 05:45:00,0.0,0.0,0.0,0.0,0.55,98.5,0.0
2025-03-20 06:00:00,0.0,0.0,0.0,0.0,0.6,99.0,0.0
2025-03-20 06:15:00,2.25,2.25,0.0,0.0,0.65,99.25,1.35
2025-03-20 06:30:00,4.5,4.5,0.0,0.0,0.7,99.5,2.7
2025-03-20 06:45:00,6.75,6.75,0.0,0.0,0.75,99.75,4.050000000000001
2025-03-20 07:00:00,9.0,9.0,0.0,0.0,0.8,100.0,5.4
2025-03-20 07:15:00,24.75,23.0,1.75,11.575,1.175,100.0,13.975000000000001
